Date,Open,High,Low,Close,Adj Close,Volume
2023-01-27,50.080002,50.200001,49.869999,50.090000,50.090000,616528
2023-01-30,50.240002,50.270000,49.990002,50.029999,50.029999,2061583
2023-01-31,50.189999,50.189999,49.849998,49.889999,49.889999,554832
2023-02-01,50.810001,50.810001,49.970001,50.610001,50.610001,923922
2023-02-02,51.200001,51.880001,51.020000,51.740002,51.740002,622489
2023-02-03,50.279999,51.630001,50.279999,50.840000,50.840000,521564
2023-02-06,50.720001,50.720001,50.009998,50.389999,50.389999,512370
2023-02-07,50.500000,50.500000,50.299999,50.369999,50.369999,1666535
2023-02-08,50.590000,50.700001,50.279999,50.660000,50.660000,3068833
2023-02-09,50.779999,50.779999,50.430000,50.590000,50.590000,255369
2023-02-10,50.459999,50.459999,49.910000,50.020000,50.020000,2463454
2023-02-13,50.290001,50.939999,49.910000,50.009998,50.009998,231124
2023-02-14,50.180000,50.180000,49.820000,50.060001,50.060001,170832
2023-02-15,50.290001,50.290001,49.419998,49.619999,49.619999,430833
2023-02-16,51.099998,51.099998,49.310001,49.570000,49.570000,318401
2023-02-17,49.490002,49.500000,49.119999,49.220001,49.220001,470043
2023-02-20,49.590000,49.779999,49.509998,49.709999,49.709999,197945
2023-02-21,49.889999,49.889999,49.410000,49.500000,49.500000,166067
2023-02-22,49.779999,49.779999,49.340000,49.400002,49.400002,764277
2023-02-23,49.389999,49.389999,49.150002,49.180000,49.180000,112751
2023-02-24,49.450001,49.470001,49.080002,49.160000,49.160000,250095
2023-02-27,50.650002,50.650002,48.700001,48.740002,48.740002,253861
2023-02-28,48.889999,48.970001,48.619999,48.830002,48.830002,520797
2023-03-01,49.650002,49.650002,48.950001,49.090000,49.090000,238293
2023-03-02,49.240002,49.299999,49.070000,49.189999,49.189999,264424
2023-03-03,49.500000,49.500000,49.160000,49.240002,49.240002,308442
2023-03-06,49.500000,49.500000,49.150002,49.160000,49.160000,500766
2023-03-08,48.930000,48.930000,48.209999,48.590000,48.590000,534020
2023-03-09,48.889999,49.189999,48.380001,48.790001,48.790001,416424
2023-03-10,48.820000,49.180000,48.709999,48.990002,48.990002,321976
2023-03-13,50.450001,50.450001,49.610001,49.930000,49.930000,2723314
2023-03-14,51.450001,51.450001,50.209999,50.490002,50.490002,1583973
2023-03-15,50.889999,50.889999,50.150002,50.290001,50.290001,290080
2023-03-16,51.090000,51.189999,50.660000,51.099998,51.099998,1161244
2023-03-17,51.279999,51.279999,50.930000,50.959999,50.959999,334372
2023-03-20,52.419998,52.650002,51.660000,52.049999,52.049999,1180340
2023-03-21,52.349998,52.349998,51.630001,51.790001,51.790001,1368528
2023-03-22,51.790001,51.790001,51.119999,51.270000,51.270000,783126
2023-03-23,51.660000,52.000000,51.650002,51.709999,51.709999,1464498
2023-03-24,51.820000,52.389999,51.820000,52.240002,52.240002,920694
2023-03-27,53.099998,54.180000,51.349998,51.869999,51.869999,4086107
2023-03-28,51.950001,51.950001,51.410000,51.540001,51.540001,2226620
2023-03-29,52.080002,52.250000,51.700001,52.150002,52.150002,2151375
2023-03-31,52.740002,52.889999,52.049999,52.709999,52.709999,2195105
2023-04-03,52.709999,52.750000,51.930000,52.189999,52.189999,1738884
2023-04-05,53.750000,53.750000,52.720001,53.439999,53.439999,781373
2023-04-06,53.340000,53.380001,52.900002,53.000000,53.000000,3925156
2023-04-10,52.599998,52.849998,52.360001,52.810001,52.810001,424482
2023-04-11,52.900002,53.000000,52.709999,52.950001,52.950001,366727
2023-04-12,53.279999,53.349998,53.020000,53.060001,53.060001,401108
2023-04-13,53.090000,53.349998,53.020000,53.270000,53.270000,186714
2023-04-17,53.000000,53.200001,52.509998,53.099998,53.099998,372225
2023-04-18,53.009998,53.200001,52.759998,53.029999,53.029999,335824
2023-04-19,53.180000,53.259998,52.450001,52.480000,52.480000,871101
2023-04-20,52.980000,53.070000,52.709999,52.910000,52.910000,279188
2023-04-21,53.180000,53.180000,52.709999,52.810001,52.810001,197182
2023-04-24,52.970001,52.970001,52.599998,52.639999,52.639999,184777
2023-04-25,52.930000,52.950001,52.660000,52.840000,52.840000,267617
2023-04-26,53.380001,53.380001,52.799999,52.950001,52.950001,332496
2023-04-27,53.099998,53.099998,52.820000,52.919998,52.919998,228400
2023-04-28,53.000000,53.000000,52.619999,52.750000,52.750000,286419
2023-05-02,52.950001,52.950001,52.650002,52.820000,52.820000,201209
2023-05-03,53.580002,53.590000,53.259998,53.450001,53.450001,370802
2023-05-04,54.080002,54.080002,53.750000,53.980000,53.980000,4454182
2023-05-05,54.500000,54.500000,53.880001,53.980000,53.980000,349669
2023-05-08,53.880001,53.880001,53.490002,53.570000,53.570000,389384
2023-05-09,53.869999,53.889999,53.540001,53.869999,53.869999,561028
2023-05-10,53.869999,53.990002,53.820000,53.919998,53.919998,471900
2023-05-11,54.080002,54.189999,53.720001,53.799999,53.799999,629044
2023-05-12,53.689999,53.689999,53.299999,53.369999,53.369999,1400140
2023-05-15,54.070000,54.070000,53.439999,53.759998,53.759998,388949
2023-05-16,53.990002,53.990002,53.509998,53.610001,53.610001,311354
2023-05-17,53.509998,53.590000,53.099998,53.150002,53.150002,354197
2023-05-18,53.470001,53.470001,52.950001,53.130001,53.130001,305973
2023-05-19,53.020000,53.020000,52.709999,52.849998,52.849998,1884687
2023-05-22,53.500000,53.500000,53.009998,53.380001,53.380001,487044
2023-05-23,55.000000,55.000000,52.860001,52.919998,52.919998,456219
2023-05-24,53.490002,53.590000,53.060001,53.209999,53.209999,260347
2023-05-25,53.099998,53.099998,52.549999,52.950001,52.950001,216132
2023-05-26,52.849998,52.849998,52.599998,52.630001,52.630001,879104
2023-05-29,52.500000,52.590000,52.320000,52.480000,52.480000,278285
2023-05-30,52.500000,52.619999,52.349998,52.540001,52.540001,215093
2023-05-31,54.099998,54.099998,52.580002,52.779999,52.779999,453191
2023-06-01,52.990002,52.990002,52.500000,52.580002,52.580002,235012
2023-06-02,52.980000,53.020000,52.720001,52.990002,52.990002,554169
2023-06-05,52.730000,52.880001,52.189999,52.610001,52.610001,793412
2023-06-06,53.270000,53.270000,52.549999,52.720001,52.720001,1315190
2023-06-07,54.299999,54.299999,52.459999,52.599998,52.599998,648857
2023-06-08,52.500000,52.500000,52.160000,52.240002,52.240002,577592
2023-06-09,52.680000,52.680000,52.430000,52.500000,52.500000,127041
2023-06-12,52.430000,52.570000,52.310001,52.450001,52.450001,254989
2023-06-13,52.450001,52.630001,52.209999,52.450001,52.450001,368845
2023-06-14,52.330002,52.330002,51.860001,52.009998,52.009998,746416
2023-06-15,51.880001,51.880001,51.560001,51.639999,51.639999,445424
2023-06-16,51.860001,52.220001,51.860001,52.189999,52.189999,460777
2023-06-19,52.310001,52.310001,51.799999,51.849998,51.849998,519165
2023-06-20,52.090000,52.090000,51.770000,51.930000,51.930000,416201
2023-06-21,51.779999,51.779999,51.430000,51.490002,51.490002,240599
2023-06-22,51.580002,51.689999,51.250000,51.290001,51.290001,293191
2023-06-23,51.110001,51.250000,51.000000,51.180000,51.180000,213695
2023-06-26,51.220001,51.480000,51.200001,51.310001,51.310001,186839
2023-06-27,51.380001,51.400002,51.209999,51.330002,51.330002,475480
2023-06-28,51.330002,51.330002,51.330002,51.330002,51.330002,0
2023-06-30,52.549999,52.549999,50.619999,50.689999,50.689999,658212
2023-07-03,51.250000,51.250000,50.779999,50.860001,50.860001,884164
2023-07-04,51.500000,51.500000,50.900002,51.150002,51.150002,1062908
2023-07-05,51.470001,51.470001,50.970001,51.380001,51.380001,487599
2023-07-06,51.279999,51.430000,51.150002,51.380001,51.380001,386308
2023-07-07,51.430000,51.450001,51.110001,51.360001,51.360001,162719
2023-07-10,51.750000,51.750000,51.310001,51.470001,51.470001,3225029
2023-07-11,51.720001,51.720001,51.259998,51.570000,51.570000,204448
2023-07-12,51.509998,51.779999,51.459999,51.520000,51.520000,155288
2023-07-13,52.080002,52.080002,51.779999,51.869999,51.869999,302145
2023-07-14,51.980000,52.080002,51.849998,52.020000,52.020000,189078
2023-07-17,52.270000,52.270000,51.720001,51.959999,51.959999,205257
2023-07-18,52.270000,52.270000,51.910000,52.110001,52.110001,465347
2023-07-19,52.480000,52.689999,52.349998,52.480000,52.480000,2611207
2023-07-20,50.900002,52.790001,50.900002,52.529999,52.529999,255974
2023-07-21,52.680000,52.680000,52.049999,52.099998,52.099998,185135
2023-07-24,52.430000,52.430000,51.860001,52.099998,52.099998,319175
2023-07-25,52.029999,52.189999,51.810001,52.000000,52.000000,234150
2023-07-26,52.020000,52.380001,52.000000,52.320000,52.320000,261664
2023-07-27,52.529999,52.639999,52.209999,52.389999,52.389999,242947
2023-07-28,52.290001,52.310001,51.860001,52.040001,52.040001,243205
2023-07-31,52.430000,52.430000,51.990002,52.110001,52.110001,2728633
2023-08-01,52.349998,52.450001,51.970001,52.029999,52.029999,667245
2023-08-02,52.230000,52.240002,51.910000,52.049999,52.049999,377240
2023-08-03,52.000000,52.000000,51.810001,51.959999,51.959999,358477
2023-08-04,51.930000,52.189999,51.770000,51.889999,51.889999,446278
2023-08-07,52.340000,52.340000,51.799999,51.880001,51.880001,415183
2023-08-08,53.450001,53.450001,51.750000,52.020000,52.020000,541324
2023-08-09,52.160000,52.160000,51.610001,51.820000,51.820000,181241
2023-08-10,51.740002,51.880001,51.500000,51.650002,51.650002,217348
2023-08-11,53.200001,53.200001,51.430000,51.650002,51.650002,569916
2023-08-14,51.709999,51.709999,51.410000,51.560001,51.560001,175591
2023-08-16,51.939999,51.939999,51.410000,51.520000,51.520000,253466
2023-08-17,51.419998,51.490002,51.099998,51.299999,51.299999,730917
2023-08-18,51.669998,51.669998,51.119999,51.259998,51.259998,338304
2023-08-21,51.459999,51.459999,51.070000,51.099998,51.099998,3322149
2023-08-22,51.270000,51.500000,51.150002,51.250000,51.250000,796761
2023-08-23,51.619999,51.619999,51.169998,51.369999,51.369999,840709
2023-08-24,51.990002,51.990002,51.380001,51.430000,51.430000,195251
2023-08-25,51.430000,51.470001,51.259998,51.380001,51.380001,213574
2023-08-28,51.439999,51.500000,51.259998,51.369999,51.369999,441006
2023-08-29,51.849998,51.849998,51.369999,51.540001,51.540001,308586
2023-08-30,51.930000,52.000000,51.750000,51.980000,51.980000,3155986
2023-08-31,52.450001,52.450001,51.900002,52.080002,52.080002,198734
2023-09-01,52.330002,52.330002,51.820000,52.020000,52.020000,442960
2023-09-04,52.020000,52.150002,51.910000,52.029999,52.029999,653736
2023-09-05,52.189999,52.189999,51.810001,51.900002,51.900002,471773
2023-09-06,53.450001,53.450001,51.730000,51.919998,51.919998,3855827
2023-09-07,51.990002,51.990002,51.650002,51.790001,51.790001,482839
2023-09-08,52.189999,52.189999,51.680000,51.750000,51.750000,257559
2023-09-11,51.840000,51.840000,51.549999,51.619999,51.619999,385674
2023-09-12,51.669998,51.770000,51.380001,51.439999,51.439999,478910
2023-09-13,51.340000,51.400002,51.150002,51.259998,51.259998,299667
2023-09-14,51.299999,51.330002,51.119999,51.240002,51.240002,175851
2023-09-15,51.540001,51.599998,51.320000,51.529999,51.529999,200079
2023-09-18,53.099998,53.099998,51.639999,51.880001,51.880001,516855
2023-09-20,51.880001,52.000000,51.790001,51.910000,51.910000,873024
2023-09-21,51.959999,51.959999,51.700001,51.759998,51.759998,184755
2023-09-22,52.070000,52.070000,51.549999,51.709999,51.709999,161550
2023-09-25,51.720001,51.790001,51.560001,51.700001,51.700001,172393
2023-09-26,51.799999,51.799999,51.410000,51.570000,51.570000,306538
2023-09-27,51.299999,51.439999,51.029999,51.250000,51.250000,3922146
2023-09-28,51.000000,51.000000,50.720001,50.779999,50.779999,331745
2023-09-29,50.770000,50.770000,50.540001,50.660000,50.660000,582017
2023-10-03,52.200001,52.200001,49.110001,49.939999,49.939999,865434
2023-10-04,51.450001,51.450001,49.680000,49.869999,49.869999,620034
2023-10-05,50.180000,50.180000,49.650002,49.880001,49.880001,612922
2023-10-06,50.290001,50.290001,49.590000,49.660000,49.660000,2375785
